subj,trial_id,eye,startline,endline,FixlineIndex,start_time,end_time,duration,x_pos,y_pos,pup_size,valid
1950168,2,R,8.0,9.0,264.0,670623.0,670731.0,112.0,232.2,576.7,750.0,yes
1950168,3,L,1.0,2.0,21.0,682795.0,682971.0,180.0,217.2,115.3,646.0,yes
1950168,3,L,2.0,3.0,34.0,687259.0,687671.0,416.0,234.0,191.6,706.0,yes
1950168,3,L,3.0,2.0,35.0,687743.0,687883.0,144.0,780.3,150.9,686.0,yes
1950168,3,L,2.0,3.0,39.0,688895.0,689011.0,120.0,296.3,206.2,753.0,yes
1950168,3,L,3.0,4.0,60.0,695019.0,695151.0,136.0,288.8,264.0,689.0,yes
1950168,3,L,4.0,5.0,79.0,699827.0,699971.0,148.0,273.8,328.8,707.0,yes
1950168,3,L,5.0,6.0,93.0,704343.0,704663.0,324.0,243.3,380.7,672.0,yes
1950168,3,L,6.0,7.0,107.0,708815.0,709363.0,552.0,243.1,453.4,636.0,yes
1950168,3,L,7.0,8.0,131.0,715727.0,716075.0,352.0,242.9,516.2,591.0,yes
1950168,3,L,8.0,9.0,151.0,721635.0,721867.0,236.0,245.6,571.9,612.0,yes
1950168,3,L,9.0,10.0,167.0,726575.0,726687.0,116.0,230.8,646.9,654.0,yes
1950168,3,L,10.0,11.0,182.0,731615.0,731779.0,168.0,247.3,696.1,659.0,yes
1950168,3,L,11.0,12.0,198.0,736639.0,736819.0,184.0,260.9,753.3,678.0,yes
1950168,3,L,12.0,13.0,213.0,741427.0,741727.0,304.0,242.5,821.0,595.0,yes
1950168,3,L,13.0,14.0,226.0,745367.0,745583.0,220.0,246.5,863.0,705.0,yes
1950168,3,R,1.0,2.0,271.0,682803.0,682971.0,172.0,231.2,133.4,686.0,yes
1950168,3,R,2.0,3.0,285.0,687259.0,687671.0,416.0,259.3,203.9,749.0,yes
1950168,3,R,3.0,2.0,286.0,687739.0,687883.0,148.0,781.5,158.6,698.0,yes
1950168,3,R,2.0,3.0,290.0,688895.0,689011.0,120.0,310.0,218.1,773.0,yes
1950168,3,R,3.0,4.0,310.0,695031.0,695147.0,120.0,305.9,279.0,734.0,yes
1950168,3,R,4.0,5.0,329.0,699831.0,699967.0,140.0,290.9,333.8,718.0,yes
1950168,3,R,5.0,6.0,343.0,704343.0,704659.0,320.0,270.1,380.6,701.0,yes
1950168,3,R,6.0,7.0,357.0,708815.0,709359.0,548.0,259.8,447.9,630.0,yes
1950168,3,R,7.0,8.0,382.0,715727.0,716075.0,352.0,257.7,514.1,603.0,yes
1950168,3,R,8.0,9.0,402.0,721639.0,721867.0,232.0,254.6,560.6,622.0,yes
1950168,3,R,9.0,10.0,419.0,726575.0,726687.0,116.0,260.1,648.2,666.0,yes
1950168,3,R,10.0,11.0,434.0,731619.0,731779.0,164.0,278.8,687.0,650.0,yes
1950168,3,R,11.0,12.0,451.0,736655.0,736819.0,168.0,299.3,760.3,698.0,yes
1950168,3,R,12.0,13.0,466.0,741439.0,741727.0,292.0,259.3,813.9,574.0,yes
1950168,3,R,13.0,14.0,480.0,745367.0,745579.0,216.0,297.4,878.8,726.0,yes
