subj,trial_id,trial_type,sampfreq,script,sessdate,srcfile,trialstart,trialend,tdur,recstart,recend,blinks,eye,start_time,end_time,duration,x1_pos,y1_pos,x2_pos,y2_pos,ampl,pk,line_no
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,579103.0,579123.0,24.0,809.1,158.6,884.9,157.2,1.88,160.0,2
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,579347.0,579367.0,24.0,875.4,155.1,952.1,157.3,1.89,166.0,2
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,579567.0,579643.0,80.0,941.8,157.1,220.5,213.0,17.69,495.0,2_3
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,579819.0,579831.0,16.0,235.6,219.1,272.1,207.6,0.94,85.0,3
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,580067.0,580075.0,12.0,260.2,205.7,236.3,200.8,0.6,74.0,3
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,580275.0,580295.0,24.0,243.0,207.2,332.9,205.0,2.21,179.0,3
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,580475.0,580495.0,24.0,332.4,214.2,414.2,218.8,2.03,225.0,3
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,580835.0,580851.0,20.0,410.2,215.7,470.9,217.4,1.51,139.0,3
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,580999.0,581019.0,24.0,466.3,211.9,576.2,217.2,2.75,223.0,3
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,581231.0,581255.0,28.0,564.3,211.2,522.7,211.1,1.04,157.0,3
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,581463.0,581483.0,24.0,518.4,214.1,637.4,218.7,2.98,236.0,3
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,581699.0,581719.0,24.0,634.6,217.7,741.7,214.9,2.68,226.0,3
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,581963.0,581979.0,20.0,732.6,213.0,706.4,206.4,0.68,83.0,3
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,582211.0,582219.0,12.0,705.7,211.4,683.5,212.9,0.56,70.0,3
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,582367.0,582383.0,20.0,686.9,214.4,766.1,211.2,1.98,175.0,3
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,582543.0,582563.0,24.0,760.3,212.3,850.6,213.7,2.25,182.0,3
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,582859.0,582875.0,20.0,852.3,206.3,883.4,211.4,0.78,91.0,3
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,582991.0,583011.0,24.0,881.1,209.9,954.1,215.7,1.81,159.0,3
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,583207.0,583283.0,80.0,939.7,215.4,281.1,239.4,16.17,479.0,3_4
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,583399.0,583427.0,32.0,290.7,242.6,246.9,257.7,1.13,158.0,4
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,583631.0,583651.0,24.0,233.0,254.4,316.4,251.3,2.04,174.0,4
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,584075.0,584091.0,20.0,314.4,260.7,375.4,256.5,1.51,145.0,4
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,584391.0,584407.0,20.0,362.7,259.1,406.9,256.6,1.1,116.0,4
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,584547.0,584567.0,24.0,395.1,259.9,490.0,257.1,2.36,205.0,4
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,584959.0,584979.0,24.0,482.9,252.3,564.4,253.4,2.04,151.0,4
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,585215.0,585235.0,24.0,567.2,254.8,651.3,254.7,2.11,170.0,4
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,585499.0,585519.0,24.0,637.5,260.7,702.2,260.1,1.62,139.0,4
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,585775.0,585791.0,20.0,696.8,260.4,740.4,261.7,1.09,108.0,4
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,586171.0,586191.0,24.0,730.0,258.2,687.4,251.7,1.08,134.0,4
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,586323.0,586351.0,32.0,692.1,255.0,811.8,260.4,2.99,188.0,4
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,586735.0,586759.0,28.0,802.1,263.5,899.5,265.6,2.42,181.0,4
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,587115.0,587131.0,20.0,887.8,265.1,936.0,268.8,1.19,115.0,4
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,587395.0,587415.0,24.0,919.6,270.8,853.2,262.6,1.65,180.0,4
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,587711.0,587727.0,20.0,868.4,304.6,939.3,311.2,1.76,155.0,4
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,588127.0,588143.0,20.0,932.8,269.9,910.2,264.7,0.57,91.0,4
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,588931.0,588947.0,20.0,903.4,257.9,943.5,256.9,0.99,106.0,4
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,589367.0,589431.0,68.0,930.1,255.1,284.1,310.8,15.93,461.0,4_5
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,589675.0,589683.0,12.0,264.1,329.4,246.7,337.4,0.47,58.0,5
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,589975.0,589995.0,24.0,256.1,332.2,367.2,325.2,2.74,238.0,5
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,590239.0,590259.0,24.0,351.5,329.2,336.9,330.0,0.36,84.0,5
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,590535.0,590551.0,20.0,323.3,333.4,409.9,323.4,2.15,185.0,5
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,590799.0,590815.0,20.0,408.0,330.6,468.8,328.9,1.51,162.0,5
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,591055.0,591075.0,24.0,466.8,325.6,538.5,322.4,1.79,151.0,5
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,591203.0,591367.0,168.0,541.0,330.2,537.9,328.3,0.09,1112.0,5
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,591659.0,591679.0,24.0,544.2,328.7,663.2,319.9,2.98,231.0,5
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,592075.0,592091.0,20.0,654.1,326.7,723.6,324.7,1.74,156.0,5
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,592287.0,592323.0,40.0,712.6,329.4,817.1,327.0,2.61,245.0,5
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,592491.0,592507.0,20.0,824.8,322.3,815.5,317.0,0.27,62.0,5
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,592743.0,592751.0,12.0,817.8,321.7,847.5,318.4,0.74,93.0,5
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,592967.0,592979.0,16.0,849.6,322.7,882.7,323.4,0.82,83.0,5
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,593235.0,593247.0,16.0,884.4,321.4,910.5,320.4,0.65,80.0,5
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,593519.0,593551.0,36.0,904.9,323.9,815.2,318.8,2.23,252.0,5
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,593959.0,593975.0,20.0,810.6,320.7,861.5,320.9,1.26,122.0,5
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,594179.0,594199.0,24.0,859.9,317.9,947.6,319.4,2.17,172.0,5
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,594459.0,594475.0,20.0,956.0,313.8,1016.3,310.2,1.48,148.0,5
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,594651.0,594731.0,84.0,1006.8,310.8,285.1,382.5,17.71,511.0,5_6
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,594863.0,594887.0,28.0,290.9,390.6,260.1,393.5,0.75,121.0,6
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,595335.0,595355.0,24.0,247.7,392.4,333.7,385.8,2.11,187.0,6
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,595699.0,595723.0,28.0,324.1,394.3,389.7,388.3,1.62,179.0,6
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,595855.0,596031.0,180.0,390.7,394.8,449.4,402.2,1.47,993.0,6
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,596503.0,596519.0,20.0,452.7,392.0,553.9,387.3,2.53,215.0,6
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,596763.0,596787.0,28.0,562.3,387.0,663.9,386.7,2.54,236.0,6
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,597123.0,597139.0,20.0,657.4,379.8,634.4,378.5,0.58,77.0,6
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,597303.0,597323.0,24.0,634.3,385.7,732.5,381.8,2.45,189.0,6
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,597615.0,597623.0,12.0,743.4,380.3,765.4,378.7,0.55,69.0,6
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,597795.0,597815.0,24.0,760.9,379.3,844.9,385.8,2.09,172.0,6
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,598083.0,598103.0,24.0,829.0,379.5,919.1,381.5,2.23,174.0,6
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,598443.0,598459.0,20.0,908.8,385.7,963.9,381.2,1.36,119.0,6
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,598699.0,598895.0,200.0,954.3,393.2,910.6,396.0,1.07,530.0,6
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,599395.0,599407.0,16.0,922.8,396.1,961.8,398.5,0.96,92.0,6
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,599619.0,599639.0,24.0,961.4,380.4,1037.3,382.0,1.85,165.0,6
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,599887.0,599963.0,80.0,1024.7,381.7,251.7,440.3,18.84,528.0,6_7
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,600127.0,600143.0,20.0,247.6,438.5,231.8,434.1,0.4,68.0,7
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,600775.0,600795.0,24.0,239.4,459.1,327.5,452.5,2.15,184.0,7
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,601083.0,601099.0,20.0,316.3,461.3,282.0,460.2,0.84,97.0,7
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,601251.0,601279.0,32.0,291.1,462.0,408.8,452.9,2.9,182.0,7
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,601359.0,601555.0,200.0,406.1,457.9,388.1,414.4,1.16,744.0,7
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,601675.0,601695.0,24.0,387.8,438.4,291.0,466.8,2.48,187.0,7
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,601919.0,601939.0,24.0,306.8,462.1,415.3,454.3,2.68,232.0,7
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,602367.0,602379.0,16.0,421.4,464.1,460.8,456.9,0.99,98.0,7
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,602643.0,602663.0,24.0,457.5,459.8,505.6,455.2,1.2,132.0,7
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,602935.0,602947.0,16.0,500.1,450.8,531.5,455.8,0.79,81.0,7
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,603103.0,603127.0,28.0,523.1,457.2,638.6,449.4,2.88,214.0,7
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,603563.0,603583.0,24.0,633.5,449.0,710.1,444.9,1.91,164.0,7
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,603739.0,603911.0,176.0,709.1,451.2,704.0,443.7,0.23,487.0,7
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,604039.0,604059.0,24.0,707.9,447.4,773.2,448.8,1.63,176.0,7
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,604239.0,604255.0,20.0,773.1,446.3,826.1,442.5,1.32,122.0,7
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,604731.0,604763.0,36.0,829.6,444.6,956.2,426.3,3.15,148.0,7
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,605291.0,605371.0,84.0,947.2,438.6,215.4,495.4,17.86,454.0,7_8
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,605531.0,605551.0,24.0,226.5,504.7,262.4,513.4,0.89,140.0,8
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,605959.0,605979.0,24.0,268.4,518.3,373.3,514.2,2.56,217.0,8
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,606191.0,606199.0,12.0,360.7,517.9,338.8,516.7,0.54,67.0,8
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,606403.0,606411.0,12.0,355.1,515.3,376.4,511.2,0.53,67.0,8
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,606735.0,606763.0,32.0,372.0,510.2,480.2,502.1,2.68,139.0,8
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,607211.0,607223.0,16.0,479.2,505.9,512.2,499.3,0.83,86.0,8
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,607807.0,607823.0,20.0,498.8,509.2,558.3,500.5,1.49,148.0,8
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,608199.0,608219.0,24.0,559.6,500.6,550.0,499.6,0.24,63.0,8
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,608347.0,608367.0,24.0,548.3,502.0,650.6,502.1,2.54,219.0,8
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,608747.0,608767.0,24.0,645.7,494.5,747.1,501.8,2.53,216.0,8
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,608927.0,609103.0,180.0,746.7,508.3,698.6,481.9,1.36,785.0,8
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,609411.0,609435.0,28.0,706.5,498.9,876.5,501.2,4.2,284.0,8
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,609779.0,609799.0,24.0,889.5,505.2,844.7,504.1,1.1,132.0,8
