subj,trial_id,trial_type,sampfreq,script,sessdate,srcfile,trialstart,trialend,tdur,recstart,recend,blinks,eye,start_time,end_time,duration,x_pos,y_pos,pup_size,valid,line_no,region_no
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,570443.0,570899.0,460.0,227.5,75.4,661.0,yes,1.0,1.0
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,570951.0,571007.0,60.0,373.0,181.1,720.0,yes,1.0,4.0
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,571043.0,571115.0,76.0,250.8,105.1,697.0,yes,1.0,1.0
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,571143.0,571319.0,180.0,224.8,70.9,646.0,yes,1.0,1.0
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,571335.0,571507.0,176.0,250.5,80.6,608.0,yes,1.0,1.0
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,571531.0,571807.0,280.0,306.5,77.8,602.0,yes,1.0,3.0
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,571823.0,571991.0,172.0,286.7,83.8,589.0,yes,1.0,2.0
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,572019.0,572475.0,460.0,376.9,75.6,647.0,yes,1.0,4.0
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,572511.0,572991.0,484.0,499.7,92.1,691.0,yes,1.0,6.0
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,573015.0,573247.0,236.0,573.9,93.7,681.0,yes,1.0,7.0
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,573275.0,573463.0,192.0,509.4,93.8,688.0,yes,1.0,6.0
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,573491.0,573875.0,388.0,616.5,93.8,655.0,yes,1.0,8.0
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,573903.0,574167.0,268.0,684.9,95.7,648.0,yes,1.0,9.0
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,574195.0,574515.0,324.0,770.9,91.3,621.0,yes,1.0,10.0
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,574543.0,574875.0,336.0,859.1,98.2,637.0,yes,1.0,12.0
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,574903.0,575263.0,364.0,942.7,101.7,649.0,yes,1.0,13.0
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,575287.0,575475.0,192.0,1000.0,102.7,642.0,yes,1.0,
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,575563.0,575795.0,236.0,243.0,138.3,634.0,yes,2.0,14.0
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,575823.0,576019.0,200.0,298.7,130.9,596.0,yes,2.0,15.0
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,576047.0,576435.0,392.0,369.6,126.6,593.0,yes,2.0,16.0
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,576463.0,576855.0,396.0,447.8,128.5,587.0,yes,2.0,17.0
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,576883.0,577643.0,764.0,545.7,142.3,657.0,yes,2.0,20.0
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,577795.0,578103.0,312.0,707.4,150.3,708.0,yes,2.0,22.0
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,578131.0,578683.0,556.0,753.8,161.5,616.0,yes,2.0,23.0
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,578707.0,579099.0,396.0,808.4,159.5,626.0,yes,2.0,24.0
1950168,1,story01,250,ET_Passa..._v2binoc,Thu Jan 14 20:30:29 2016,1950168.edf,570443,631164,60721,570475,630328,18,L,579127.0,579343.0,220.0,877.6,155.7,636.0,yes,2.0,25.0
