Name,Language,WordID,Word,length,height,baseline,line_no,x1_pos,y1_pos,x2_pos,y2_pos,b_x1,b_y1,b_x2,b_y2
story03,English,59, big,4,17,346,5,323,348,366,365,323,325,366,387
story03,English,60, brown,6,13,346,5,366,348,431,361,366,325,431,387
story03,English,61, thoroughbred,13,17,346,5,431,348,571,365,431,325,571,387
story03,English,62," mare,",6,13,346,5,571,351,636,364,571,325,636,387
story03,English,63, won,4,10,346,5,636,351,679,361,636,325,679,387
story03,English,64, every,6,14,346,5,679,351,744,365,679,325,744,387
story03,English,65, time.,6,13,346,5,744,348,809,361,744,325,809,387
story03,English,66, For,4,12,346,5,809,349,852,361,809,325,852,387
story03,English,67, the,4,13,346,5,852,348,895,361,852,325,895,387
story03,English,68, whole,6,14,346,5,895,347,960,361,895,325,960,387
story03,English,69, next,5,12,346,5,960,349,1014,361,960,325,1014,387
story03,English,70,month,5,13,411,6,215,413,269,426,215,390,269,452
story03,English,71, I,2,12,411,6,269,414,291,426,269,390,291,452
story03,English,72, woke,5,13,411,6,291,413,345,426,291,390,345,452
story03,English,73, up,3,14,411,6,345,416,377,430,345,390,377,452
story03,English,74, early,6,18,411,6,377,412,442,430,377,390,442,452
story03,English,75, every,6,14,411,6,442,416,507,430,442,390,507,452
story03,English,76, day,4,17,411,6,507,413,550,430,507,390,550,452
story03,English,77, and,4,13,411,6,550,413,593,426,550,390,593,452
story03,English,78, rode,5,13,411,6,593,413,647,426,593,390,647,452
story03,English,79, Cowboy,7,17,411,6,647,413,723,430,647,390,723,452
story03,English,80, five,5,13,411,6,723,413,777,426,723,390,777,452
story03,English,81, miles,6,14,411,6,777,412,842,426,777,390,842,452
story03,English,82, to,3,12,411,6,842,414,874,426,842,390,874,452
story03,English,83, the,4,13,411,6,874,413,917,426,874,390,917,452
story03,English,84, arena,6,10,411,6,917,416,982,426,917,390,982,452
story03,English,85, and,4,13,411,6,982,413,1025,426,982,390,1025,452
story03,English,86,trained.,8,13,476,7,215,478,301,491,215,455,301,517
story03,English,87, On,3,12,476,7,301,479,333,491,301,455,333,517
story03,English,88, the,4,13,476,7,333,478,376,491,333,455,376,517
story03,English,89, way,4,14,476,7,376,481,419,495,376,455,419,517
story03,English,90, home,5,13,476,7,419,478,473,491,419,455,473,517
story03,English,91, from,5,13,476,7,473,478,527,491,473,455,527,517
story03,English,92, the,4,13,476,7,527,478,570,491,527,455,570,517
story03,English,93," arena,",7,13,476,7,570,481,646,494,570,455,646,517
story03,English,94, I,2,12,476,7,646,479,668,491,646,455,668,517
story03,English,95, would,6,14,476,7,668,477,733,491,668,455,733,517
story03,English,96, be,3,13,476,7,733,478,765,491,733,455,765,517
story03,English,97, so,3,10,476,7,765,481,797,491,765,455,797,517
story03,English,98, tired;,7,16,476,7,797,478,873,494,797,455,873,517
story03,English,99, those,6,13,476,7,873,478,938,491,873,455,938,517
story03,English,100, five,5,13,476,7,938,478,992,491,938,455,992,517
story03,English,101,miles,5,14,541,8,215,542,269,556,215,520,269,582
story03,English,102, seemed,7,13,541,8,269,543,345,556,269,520,345,582
story03,English,103, twice,6,13,541,8,345,543,410,556,345,520,410,582
story03,English,104, as,3,10,541,8,410,546,442,556,410,520,442,582
story03,English,105, long.,6,18,541,8,442,542,507,560,442,520,507,582
story03,English,106, In,3,12,541,8,507,544,539,556,507,520,539,582
story03,English,107, the,4,13,541,8,539,543,582,556,539,520,582,582
story03,English,108, following,10,18,541,8,582,542,690,560,582,520,690,582
story03,English,109," competition,",13,17,541,8,690,543,830,560,690,520,830,582
story03,English,110, I,2,12,541,8,830,544,852,556,830,520,852,582
story03,English,111, sat,4,12,541,8,852,544,895,556,852,520,895,582
story03,English,112, at,3,12,541,8,895,544,927,556,895,520,927,582
story03,English,113, the,4,13,541,8,927,543,970,556,927,520,970,582
story03,English,114, gate,5,16,541,8,970,544,1024,560,970,520,1024,582
story03,English,115,while,5,14,606,9,215,607,269,621,215,585,269,647
story03,English,116, I,2,12,606,9,269,609,291,621,269,585,291,647
story03,English,117, watched,8,13,606,9,291,608,377,621,291,585,377,647
story03,English,118, Becky,6,17,606,9,377,608,442,625,377,585,442,647
story03,English,119, and,4,13,606,9,442,608,485,621,442,585,485,647
story03,English,120, her,4,13,606,9,485,608,528,621,485,585,528,647
story03,English,121, horse,6,13,606,9,528,608,593,621,528,585,593,647
story03,English,122, race,5,10,606,9,593,611,647,621,593,585,647,647
story03,English,123, through,8,17,606,9,647,608,733,625,647,585,733,647
story03,English,124, the,4,13,606,9,733,608,776,621,733,585,776,647
story03,English,125, course,7,10,606,9,776,611,852,621,776,585,852,647
story03,English,126, with,5,13,606,9,852,608,906,621,852,585,906,647
story03,English,127, ease.,6,10,606,9,906,611,971,621,906,585,971,647
story03,English,128, My,3,16,606,9,971,609,1004,625,971,585,1004,647
story03,English,129,turn,4,12,671,10,215,674,258,686,215,650,258,712
story03,English,130, finally,8,18,671,10,258,672,345,690,258,650,345,712
story03,English,131, came.,6,10,671,10,345,676,410,686,345,650,410,712
story03,English,132, At,3,12,671,10,410,674,442,686,410,650,442,712
story03,English,133, the,4,13,671,10,442,673,485,686,442,650,485,712
story03,English,134," signal,",8,18,671,10,485,672,571,690,485,650,571,712
story03,English,135, we,3,10,671,10,571,676,603,686,571,650,603,712
story03,English,136, dashed,7,13,671,10,603,673,679,686,603,650,679,712
story03,English,137, toward,7,13,671,10,679,673,755,686,679,650,755,712
story03,English,138, the,4,13,671,10,755,673,798,686,755,650,798,712
story03,English,139, first,6,13,671,10,798,673,863,686,798,650,863,712
story03,English,140," barrel,",8,17,671,10,863,672,949,689,863,650,949,712
story03,English,141,whipped,7,17,736,11,215,738,291,755,215,716,291,777
story03,English,142, around,7,13,736,11,291,738,367,751,291,716,367,777
story03,English,143, it,3,13,736,11,367,738,399,751,367,716,399,777
story03,English,144, and,4,13,736,11,399,738,442,751,399,716,442,777
story03,English,145, with,5,13,736,11,442,738,496,751,442,716,496,777
story03,English,146, perfect,8,17,736,11,496,738,582,755,496,716,582,777
story03,English,147, precision,10,17,736,11,582,738,690,755,582,716,690,777
story03,English,148, rounded,8,13,736,11,690,738,776,751,690,716,776,777
story03,English,149, the,4,13,736,11,776,738,819,751,776,716,819,777
story03,English,150, second,7,13,736,11,819,738,895,751,819,716,895,777
story03,English,151, and,4,13,736,11,895,738,938,751,895,716,938,777
story03,English,152, the,4,13,736,11,938,738,981,751,938,716,981,777
story03,English,153,third.,6,13,801,12,215,803,280,816,215,780,280,842
story03,English,154, When,5,13,801,12,280,803,334,816,280,780,334,842
story03,English,155, we,3,10,801,12,334,806,366,816,334,780,366,842
story03,English,156, passed,7,17,801,12,366,803,442,820,366,780,442,842
story03,English,157, the,4,13,801,12,442,803,485,816,442,780,485,842
story03,English,158, finish,7,13,801,12,485,803,561,816,485,780,561,842
story03,English,159," line,",6,17,801,12,561,802,626,819,561,780,626,842
story03,English,160, the,4,13,801,12,626,803,669,816,626,780,669,842
story03,English,161, crowd,6,13,801,12,669,803,734,816,669,780,734,842
story03,English,162, was,4,10,801,12,734,806,777,816,734,780,777,842
story03,English,163, silent.,8,14,801,12,777,802,863,816,777,780,863,842
story03,English,164, We,3,12,801,12,863,804,895,816,863,780,895,842
story03,English,165, had,4,13,801,12,895,803,938,816,895,780,938,842
story03,English,166, beaten,7,13,801,12,938,803,1014,816,938,780,1014,842
story03,English,167,Becky,5,17,866,13,215,868,269,885,215,845,269,907
story03,English,168, and,4,13,866,13,269,868,312,881,269,845,312,907
story03,English,169, her,4,13,866,13,312,868,355,881,312,845,355,907
story03,English,170, thoroughbred!,14,17,866,13,355,868,506,885,355,845,506,907
story03,English,171, I,2,12,866,13,506,869,528,881,506,845,528,907
story03,English,172, realized,9,14,866,13,528,867,625,881,528,845,625,907
story03,English,173, then,5,13,866,13,625,868,679,881,625,845,679,907
story03,English,174, that,5,13,866,13,679,868,733,881,679,845,733,907
story03,English,175, no,3,10,866,13,733,871,765,881,733,845,765,907
story03,English,176, matter,7,12,866,13,765,869,841,881,765,845,841,907
story03,English,177, what,5,13,866,13,841,868,895,881,841,845,895,907
story03,English,178, the,4,13,866,13,895,868,938,881,895,845,938,907
story03,English,179," odds,",6,16,866,13,938,868,1003,884,938,845,1003,907
story03,English,180,I'd,3,13,931,14,215,933,247,946,215,910,247,972
story03,English,181, always,7,18,931,14,247,932,323,950,247,910,323,972
story03,English,182, come,5,10,931,14,323,936,377,946,323,910,377,972
story03,English,183, out,4,12,931,14,377,934,420,946,377,910,420,972
story03,English,184, a,2,10,931,14,420,936,442,946,420,910,442,972
story03,English,185, winner,7,13,931,14,442,933,518,946,442,910,518,972
story03,English,186, if,3,13,931,14,518,933,550,946,518,910,550,972
story03,English,187, I,2,12,931,14,550,934,572,946,550,910,572,972
story03,English,188, worked,7,13,931,14,572,933,648,946,572,910,648,972
story03,English,189, hard,5,13,931,14,648,933,702,946,648,910,702,972
story03,English,190, for,4,13,931,14,702,933,745,946,702,910,745,972
story03,English,191, it.,4,13,931,14,745,933,788,946,745,910,788,972
