subj,trial_id,trial_type,trialstart,trialend,tdur,recstart,recend,blinks,eye,tffixos,tffixurt,tfixcnt,tregrcnt,region,reglen,word,line_no,x1_pos,x2_pos,mod_x1,mod_x2,fpurt,fpcount,fpregres,fpregreg,fpregchr,ffos,ffixurt,spilover,rpurt,rpcount,rpregreg,rpregchr,spurt,spcount,rpregres,ttfixurt
1950138,2,story02,915200,952585,37385,915269,951769,8,R,25940.0,0.0,145,47,1,3,The,1,215,247,204.33333333333334,247.0,436.0,1.0,0.0,0.0,605.0,1.0,436.0,116.0,436.0,0.0,0.0,605.0,,,,24960.0
1950138,2,story02,915200,952585,37385,915269,951769,8,R,25940.0,0.0,145,47,2,6, trial,1,247,312,247.0,312.0,300.0,2.0,0.0,0.0,605.0,3.0,116.0,160.0,300.0,0.0,0.0,605.0,540.0,2.0,,24960.0
1950138,2,story02,915200,952585,37385,915269,951769,8,R,25940.0,0.0,145,47,3,5, pack,1,312,366,312.0,366.0,160.0,1.0,1.0,2.0,1.0,0.0,160.0,332.0,700.0,2.0,2.0,4.0,196.0,1.0,,24960.0
1950138,2,story02,915200,952585,37385,915269,951769,8,R,25940.0,0.0,145,47,4,3, of,1,366,398,366.0,398.0,168.0,1.0,1.0,3.0,5.0,0.0,168.0,196.0,364.0,1.0,3.0,11.0,,,,24960.0
1950138,2,story02,915200,952585,37385,915269,951769,8,R,25940.0,0.0,145,47,5,15, Beauty-Forever,1,398,560,398.0,560.0,936.0,4.0,0.0,0.0,605.0,1.0,304.0,120.0,936.0,0.0,0.0,605.0,,,,24960.0
1950138,2,story02,915200,952585,37385,915269,951769,8,R,25940.0,0.0,145,47,6,6, pills,1,560,625,560.0,625.0,120.0,1.0,0.0,0.0,605.0,3.0,120.0,208.0,120.0,0.0,0.0,605.0,,,,24960.0
1950138,2,story02,915200,952585,37385,915269,951769,8,R,25940.0,0.0,145,47,7,5, made,1,625,679,625.0,679.0,144.0,1.0,0.0,0.0,605.0,3.0,144.0,276.0,144.0,0.0,0.0,605.0,,,,24960.0
1950138,2,story02,915200,952585,37385,915269,951769,8,R,25940.0,0.0,145,47,8,4, the,1,679,722,679.0,722.0,208.0,1.0,1.0,7.0,35.0,0.0,208.0,144.0,352.0,1.0,7.0,41.0,,,,24960.0
1950138,2,story02,915200,952585,37385,915269,951769,8,R,25940.0,0.0,145,47,9,7, couple,1,722,798,722.0,798.0,276.0,1.0,0.0,0.0,605.0,6.0,276.0,272.0,276.0,0.0,0.0,605.0,,,,24960.0
1950138,2,story02,915200,952585,37385,915269,951769,8,R,25940.0,0.0,145,47,10,5, feel,1,798,852,798.0,852.0,,,,,,,,,,,,,,,,24960.0
