subj,trial_id,trial_type,sampfreq,script,sessdate,srcfile,trialstart,trialend,tdur,recstart,recend,blinks,eye,start_time,end_time,duration,x_pos,y_pos,pup_size,valid,line_no,region_no
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,866260.0,866548.0,292.0,322.2,280.6,796.0,yes,4.0,41.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,866572.0,866792.0,224.0,409.2,275.1,787.0,yes,4.0,42.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,866824.0,867016.0,196.0,514.2,263.5,778.0,yes,4.0,45.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,867040.0,867228.0,192.0,473.0,268.9,780.0,yes,4.0,43.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,867256.0,867448.0,196.0,593.5,260.2,770.0,yes,4.0,46.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,867480.0,867604.0,128.0,555.0,259.0,740.0,yes,4.0,45.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,867636.0,867968.0,336.0,686.0,258.3,689.0,yes,4.0,48.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,867992.0,868112.0,124.0,635.3,276.9,688.0,yes,4.0,47.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,868156.0,868328.0,176.0,832.2,275.5,700.0,yes,4.0,51.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,868356.0,868428.0,76.0,783.3,271.4,714.0,yes,4.0,49.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,868464.0,868700.0,240.0,730.4,273.2,714.0,yes,4.0,49.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,868728.0,868844.0,120.0,841.0,269.6,678.0,yes,4.0,51.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,868884.0,869024.0,144.0,914.8,275.6,676.0,yes,4.0,51.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,869056.0,869212.0,160.0,865.7,275.0,701.0,yes,4.0,51.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,869240.0,869540.0,304.0,921.7,274.5,716.0,yes,4.0,51.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,869564.0,869772.0,212.0,904.5,278.3,737.0,yes,4.0,51.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,869784.0,870092.0,312.0,931.7,274.3,728.0,yes,4.0,52.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,870168.0,870360.0,196.0,277.2,345.5,754.0,yes,5.0,54.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,870388.0,870684.0,300.0,260.6,343.8,809.0,yes,5.0,54.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,870708.0,871004.0,300.0,315.6,338.8,758.0,yes,5.0,55.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,871028.0,871220.0,196.0,361.2,336.2,716.0,yes,5.0,56.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,871248.0,871548.0,304.0,339.6,343.1,717.0,yes,5.0,55.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,871580.0,871760.0,184.0,452.8,325.3,738.0,yes,5.0,58.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,871776.0,872048.0,276.0,433.2,328.0,747.0,yes,5.0,57.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,872072.0,872388.0,320.0,491.3,321.7,747.0,yes,5.0,58.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,872416.0,872584.0,172.0,540.6,325.1,736.0,yes,5.0,60.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,872612.0,872868.0,260.0,483.5,329.1,728.0,yes,5.0,58.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,872908.0,873052.0,148.0,659.7,317.0,721.0,yes,5.0,62.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,873076.0,873360.0,288.0,619.8,325.0,728.0,yes,5.0,62.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,873388.0,873560.0,176.0,703.1,326.9,683.0,yes,5.0,63.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,873592.0,873792.0,204.0,817.5,315.3,639.0,yes,5.0,65.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,873804.0,874068.0,268.0,800.7,322.7,616.0,yes,5.0,65.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,874092.0,874300.0,212.0,854.7,319.6,605.0,yes,5.0,66.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,874328.0,874612.0,288.0,940.8,316.9,623.0,yes,5.0,68.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,874628.0,874888.0,264.0,968.7,308.3,657.0,yes,5.0,68.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,874960.0,875084.0,128.0,305.6,415.5,665.0,yes,6.0,70.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,875116.0,875872.0,760.0,259.6,406.0,655.0,yes,6.0,69.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,875900.0,876060.0,164.0,363.9,388.1,691.0,yes,6.0,71.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,876080.0,876148.0,72.0,333.3,402.6,715.0,yes,6.0,71.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,876188.0,876708.0,524.0,446.5,399.1,721.0,yes,6.0,73.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,876736.0,877092.0,360.0,584.9,398.5,652.0,yes,6.0,75.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,877116.0,877380.0,268.0,626.8,391.3,650.0,yes,6.0,76.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,877408.0,877892.0,488.0,714.7,387.1,630.0,yes,6.0,78.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,877924.0,878100.0,180.0,803.2,385.2,597.0,yes,6.0,79.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,878128.0,878352.0,228.0,733.5,396.8,600.0,yes,6.0,78.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,878380.0,878600.0,224.0,645.4,383.5,625.0,yes,6.0,76.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,878628.0,878764.0,140.0,703.8,387.1,646.0,yes,6.0,78.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,878800.0,879008.0,212.0,916.9,372.5,656.0,yes,6.0,81.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,879036.0,879484.0,452.0,876.4,371.8,651.0,yes,6.0,80.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,879512.0,879860.0,352.0,927.9,374.9,638.0,yes,6.0,81.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,879892.0,879988.0,100.0,1005.8,357.7,647.0,yes,6.0,
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,880056.0,880340.0,288.0,260.7,455.0,706.0,yes,7.0,84.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,880360.0,880528.0,172.0,252.9,450.3,749.0,yes,7.0,84.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,880556.0,880772.0,220.0,334.3,438.5,699.0,yes,7.0,85.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,880812.0,880984.0,176.0,439.4,438.5,672.0,yes,7.0,88.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,881004.0,881208.0,208.0,407.5,449.6,666.0,yes,7.0,87.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,881236.0,881532.0,300.0,496.3,438.3,660.0,yes,7.0,88.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,881564.0,881728.0,168.0,627.3,432.2,653.0,yes,7.0,90.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,881752.0,882088.0,340.0,542.5,440.3,635.0,yes,7.0,89.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,882116.0,882244.0,132.0,632.9,435.1,625.0,yes,7.0,90.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,882376.0,882524.0,152.0,725.0,442.1,622.0,yes,7.0,92.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,882544.0,882892.0,352.0,693.6,432.1,678.0,yes,7.0,91.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,882920.0,883096.0,180.0,769.6,433.6,680.0,yes,7.0,92.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,883116.0,883288.0,176.0,742.6,442.2,645.0,yes,7.0,92.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,883316.0,883672.0,360.0,837.7,432.8,622.0,yes,7.0,93.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,883704.0,883908.0,208.0,934.3,423.0,618.0,yes,7.0,95.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,883936.0,884044.0,112.0,860.2,434.4,625.0,yes,7.0,94.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,884108.0,884356.0,252.0,222.2,512.5,666.0,yes,8.0,96.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,884380.0,884548.0,172.0,285.8,505.0,693.0,yes,8.0,97.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,884576.0,884804.0,232.0,238.9,506.8,690.0,yes,8.0,96.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,884832.0,885048.0,220.0,318.8,508.8,700.0,yes,8.0,97.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,885068.0,885308.0,244.0,363.6,511.4,707.0,yes,8.0,97.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,885324.0,885644.0,324.0,348.9,513.0,706.0,yes,8.0,97.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,885680.0,885824.0,148.0,437.5,499.4,712.0,yes,8.0,99.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,885852.0,886444.0,596.0,496.9,494.7,681.0,yes,8.0,101.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,886468.0,886644.0,180.0,568.6,507.9,597.0,yes,8.0,102.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,886672.0,886820.0,152.0,532.3,507.6,564.0,yes,8.0,101.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,886852.0,887024.0,176.0,660.1,508.0,540.0,yes,8.0,103.0
1950138,1,story01,250,ET_Passa..._v2binoc,Fri Aug 28 20:49:00 2015,1950138.edf,853040,906841,53801,853117,906019,10,L,887044.0,887224.0,184.0,638.1,505.0,534.0,yes,8.0,103.0
