subj,trial_id,trial_type,trialstart,trialend,tdur,recstart,recend,blinks,eye,tffixos,tffixurt,tfixcnt,tregrcnt,region,reglen,word,line_no,x1_pos,x2_pos,mod_x1,mod_x2,fpurt,fpcount,fpregres,fpregreg,fpregchr,ffos,ffixurt,spilover,rpurt,rpcount,rpregreg,rpregchr,spurt,spcount,rpregres,ttfixurt
1950138,2,story02,915200,952585,37385,915269,951769,8,L,25985.0,0.0,146,46,1,3,The,1,215,247,204.33333333333334,247.0,436.0,1.0,0.0,0.0,605.0,1.0,436.0,116.0,436.0,0.0,0.0,605.0,,,,23896.0
1950138,2,story02,915200,952585,37385,915269,951769,8,L,25985.0,0.0,146,46,2,6, trial,1,247,312,247.0,312.0,300.0,2.0,0.0,0.0,605.0,5.0,116.0,164.0,300.0,0.0,0.0,605.0,548.0,2.0,,23896.0
1950138,2,story02,915200,952585,37385,915269,951769,8,L,25985.0,0.0,146,46,3,5, pack,1,312,366,312.0,366.0,164.0,1.0,1.0,2.0,2.0,1.0,164.0,332.0,712.0,2.0,2.0,5.0,200.0,1.0,,23896.0
1950138,2,story02,915200,952585,37385,915269,951769,8,L,25985.0,0.0,146,46,4,3, of,1,366,398,366.0,398.0,168.0,1.0,1.0,3.0,7.0,1.0,168.0,200.0,368.0,1.0,3.0,13.0,,,,23896.0
1950138,2,story02,915200,952585,37385,915269,951769,8,L,25985.0,0.0,146,46,5,15, Beauty-Forever,1,398,560,398.0,560.0,720.0,3.0,0.0,0.0,605.0,3.0,304.0,220.0,720.0,0.0,0.0,605.0,,,,23896.0
1950138,2,story02,915200,952585,37385,915269,951769,8,L,25985.0,0.0,146,46,6,6, pills,1,560,625,560.0,625.0,340.0,2.0,0.0,0.0,605.0,1.0,220.0,208.0,340.0,0.0,0.0,605.0,,,,23896.0
1950138,2,story02,915200,952585,37385,915269,951769,8,L,25985.0,0.0,146,46,7,5, made,1,625,679,625.0,679.0,144.0,1.0,0.0,0.0,605.0,2.0,144.0,272.0,144.0,0.0,0.0,605.0,,,,23896.0
1950138,2,story02,915200,952585,37385,915269,951769,8,L,25985.0,0.0,146,46,8,4, the,1,679,722,679.0,722.0,208.0,1.0,1.0,7.0,34.0,1.0,208.0,144.0,352.0,1.0,7.0,40.0,,,,23896.0
1950138,2,story02,915200,952585,37385,915269,951769,8,L,25985.0,0.0,146,46,9,7, couple,1,722,798,722.0,798.0,272.0,1.0,0.0,0.0,605.0,5.0,272.0,268.0,272.0,0.0,0.0,605.0,,,,23896.0
1950138,2,story02,915200,952585,37385,915269,951769,8,L,25985.0,0.0,146,46,10,5, feel,1,798,852,798.0,852.0,,,,,,,,,,,,,,,,23896.0
1950138,2,story02,915200,952585,37385,915269,951769,8,L,25985.0,0.0,146,46,11,5, more,1,852,906,852.0,906.0,588.0,2.0,0.0,0.0,605.0,0.0,268.0,160.0,588.0,0.0,0.0,605.0,,,,23896.0
1950138,2,story02,915200,952585,37385,915269,951769,8,L,25985.0,0.0,146,46,12,11, attractive,1,906,1025,906.0,1035.6666666666667,160.0,1.0,0.0,0.0,605.0,4.0,160.0,144.0,160.0,0.0,0.0,605.0,,,,23896.0
1950138,2,story02,915200,952585,37385,915269,951769,8,L,25985.0,0.0,146,46,13,4,than,2,215,258,204.33333333333334,258.0,208.0,1.0,0.0,0.0,605.0,2.0,208.0,152.0,208.0,0.0,0.0,605.0,392.0,1.0,,23896.0
1950138,2,story02,915200,952585,37385,915269,951769,8,L,25985.0,0.0,146,46,14,7, either,2,258,334,258.0,334.0,144.0,1.0,1.0,13.0,66.0,4.0,144.0,208.0,1092.0,4.0,13.0,77.0,348.0,2.0,,23896.0
1950138,2,story02,915200,952585,37385,915269,951769,8,L,25985.0,0.0,146,46,15,4, had,2,334,377,334.0,377.0,344.0,1.0,0.0,0.0,605.0,3.0,344.0,184.0,344.0,0.0,0.0,605.0,,,,23896.0
1950138,2,story02,915200,952585,37385,915269,951769,8,L,25985.0,0.0,146,46,16,5, ever,2,377,431,377.0,431.0,316.0,1.0,1.0,15.0,82.0,1.0,316.0,344.0,660.0,1.0,15.0,89.0,,,,23896.0
1950138,2,story02,915200,952585,37385,915269,951769,8,L,25985.0,0.0,146,46,17,9, imagined,2,431,528,431.0,528.0,184.0,1.0,0.0,0.0,605.0,1.0,184.0,160.0,184.0,0.0,0.0,605.0,220.0,1.0,,23896.0
1950138,2,story02,915200,952585,37385,915269,951769,8,L,25985.0,0.0,146,46,18,10, possible.,2,528,636,528.0,636.0,160.0,1.0,1.0,17.0,95.0,0.0,160.0,220.0,784.0,3.0,17.0,100.0,404.0,2.0,,23896.0
1950138,2,story02,915200,952585,37385,915269,951769,8,L,25985.0,0.0,146,46,19,9, Suddenly,2,636,733,636.0,733.0,308.0,1.0,0.0,0.0,605.0,5.0,308.0,324.0,308.0,0.0,0.0,605.0,,,,23896.0
1950138,2,story02,915200,952585,37385,915269,951769,8,L,25985.0,0.0,146,46,20,6, their,2,733,798,733.0,798.0,324.0,1.0,0.0,0.0,605.0,3.0,324.0,208.0,324.0,0.0,0.0,605.0,168.0,1.0,,23896.0
1950138,2,story02,915200,952585,37385,915269,951769,8,L,25985.0,0.0,146,46,21,9, marriage,2,798,895,798.0,895.0,208.0,1.0,1.0,20.0,117.0,1.0,208.0,168.0,588.0,2.0,20.0,126.0,212.0,1.0,,23896.0
1950138,2,story02,915200,952585,37385,915269,951769,8,L,25985.0,0.0,146,46,22,4, was,2,895,938,895.0,938.0,,,,,,,,,,,,,,,,23896.0
1950138,2,story02,915200,952585,37385,915269,951769,8,L,25985.0,0.0,146,46,23,7, filled,2,938,1014,938.0,1024.6666666666667,184.0,1.0,0.0,0.0,605.0,0.0,184.0,128.0,184.0,0.0,0.0,605.0,,,,23896.0
1950138,2,story02,915200,952585,37385,915269,951769,8,L,25985.0,0.0,146,46,24,4,with,3,215,258,204.33333333333334,258.0,296.0,1.0,0.0,0.0,605.0,3.0,296.0,208.0,296.0,0.0,0.0,605.0,,,,23896.0
1950138,2,story02,915200,952585,37385,915269,951769,8,L,25985.0,0.0,146,46,25,5, more,3,258,312,258.0,312.0,128.0,1.0,1.0,24.0,145.0,1.0,128.0,296.0,424.0,1.0,24.0,152.0,220.0,1.0,,23896.0
1950138,2,story02,915200,952585,37385,915269,951769,8,L,25985.0,0.0,146,46,26,10," laughter,",3,312,420,312.0,420.0,208.0,1.0,1.0,25.0,150.0,5.0,208.0,220.0,428.0,1.0,25.0,154.0,,,,23896.0
1950138,2,story02,915200,952585,37385,915269,951769,8,L,25985.0,0.0,146,46,27,5, more,3,420,474,420.0,474.0,,,,,,,,,,,,,,,,23896.0
1950138,2,story02,915200,952585,37385,915269,951769,8,L,25985.0,0.0,146,46,28,10," cuddling,",3,474,582,474.0,582.0,712.0,1.0,0.0,0.0,605.0,0.0,712.0,156.0,712.0,0.0,0.0,605.0,152.0,1.0,,23896.0
1950138,2,story02,915200,952585,37385,915269,951769,8,L,25985.0,0.0,146,46,29,5, more,3,582,636,582.0,636.0,156.0,1.0,1.0,28.0,174.0,0.0,156.0,152.0,308.0,1.0,28.0,179.0,,,,23896.0
1950138,2,story02,915200,952585,37385,915269,951769,8,L,25985.0,0.0,146,46,30,11, passionate,3,636,755,636.0,755.0,636.0,3.0,0.0,0.0,605.0,4.0,156.0,332.0,636.0,0.0,0.0,605.0,,,,23896.0
1950138,2,story02,915200,952585,37385,915269,951769,8,L,25985.0,0.0,146,46,31,4, sex,3,755,798,755.0,798.0,,,,,,,,,,,,,,,,23896.0
1950138,2,story02,915200,952585,37385,915269,951769,8,L,25985.0,0.0,146,46,32,5, more,3,798,852,798.0,852.0,940.0,3.0,0.0,0.0,605.0,0.0,332.0,236.0,940.0,0.0,0.0,605.0,,,,23896.0
1950138,2,story02,915200,952585,37385,915269,951769,8,L,25985.0,0.0,146,46,33,7, often.,3,852,928,852.0,938.6666666666666,388.0,2.0,0.0,0.0,605.0,3.0,236.0,108.0,388.0,0.0,0.0,605.0,,,,23896.0
1950138,2,story02,915200,952585,37385,915269,951769,8,L,25985.0,0.0,146,46,34,10,"Convinced,",4,215,323,204.33333333333334,323.0,520.0,2.0,0.0,0.0,605.0,9.0,108.0,148.0,520.0,0.0,0.0,605.0,,,,23896.0
1950138,2,story02,915200,952585,37385,915269,951769,8,L,25985.0,0.0,146,46,35,5, they,4,323,377,323.0,377.0,200.0,1.0,0.0,0.0,605.0,4.0,200.0,284.0,200.0,0.0,0.0,605.0,,,,23896.0
1950138,2,story02,915200,952585,37385,915269,951769,8,L,25985.0,0.0,146,46,36,7, became,4,377,453,377.0,453.0,148.0,1.0,1.0,35.0,219.0,4.0,148.0,200.0,348.0,1.0,35.0,229.0,144.0,1.0,,23896.0
1950138,2,story02,915200,952585,37385,915269,951769,8,L,25985.0,0.0,146,46,37,6, loyal,4,453,518,453.0,518.0,284.0,1.0,1.0,36.0,228.0,2.0,284.0,144.0,428.0,1.0,36.0,233.0,180.0,1.0,,23896.0
1950138,2,story02,915200,952585,37385,915269,951769,8,L,25985.0,0.0,146,46,38,11, customers.,4,518,637,518.0,637.0,212.0,1.0,1.0,37.0,234.0,4.0,212.0,180.0,768.0,3.0,37.0,241.0,376.0,2.0,,23896.0
1950138,2,story02,915200,952585,37385,915269,951769,8,L,25985.0,0.0,146,46,39,4, One,4,637,680,637.0,680.0,292.0,1.0,0.0,0.0,605.0,3.0,292.0,284.0,292.0,0.0,0.0,605.0,,,,23896.0
1950138,2,story02,915200,952585,37385,915269,951769,8,L,25985.0,0.0,146,46,40,5," day,",4,680,734,680.0,734.0,192.0,1.0,1.0,39.0,246.0,1.0,192.0,292.0,484.0,1.0,39.0,257.0,,,,23896.0
1950138,2,story02,915200,952585,37385,915269,951769,8,L,25985.0,0.0,146,46,41,6, lying,4,734,799,734.0,799.0,644.0,3.0,0.0,0.0,605.0,2.0,284.0,244.0,644.0,0.0,0.0,605.0,120.0,1.0,,23896.0
